id_type,id,note,active
Event_Classification_Subcategory_ID,Additional_Headcount_Request_Headcount_Request_New_Project,Additional Headcount Request > Headcount Request > New Project,true
Event_Classification_Subcategory_ID,Additional_Headcount_Request_Headcount_Request_Understaffed,Additional Headcount Request > Headcount Request > Understaffed,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Incentive_Assign_Bonus,Request Compensation Change > Incentive > Assign Bonus,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Incentive_One_Time_Payment,Request Compensation Change > Incentive > One Time Payment,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Adjustment_Ad-hoc,Request Compensation Change > Adjustment > Ad-hoc,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Adjustment_Job_Change,Request Compensation Change > Adjustment > Job Change,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Adjustment_Responsibility_Change,Request Compensation Change > Adjustment > Responsibility Change,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Adjustment_Corrective_Adjustment,Request Compensation Change > Adjustment > Corrective Adjustment,true
Event_Classification_Subcategory_ID,Request_Compensation_Change_Adjustment_Market_Adjustment,Request Compensation Change > Adjustment > Market Adjustment,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_New_Contingent_Worker_New_Position,Contract Contingent Worker > New Contingent Worker > New Position,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_New_Contingent_Worker_Vacant_Position,Contract Contingent Worker > New Contingent Worker > Vacant Position,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_Existing_Contingent_Worker_New_Contract,Contract Contingent Worker > Existing Contingent Worker > New Contract,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_Existing_Contingent_Worker_New_Position,Contract Contingent Worker > Existing Contingent Worker > New Position,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_Existing_Contingent_Worker_Vacant_Position,Contract Contingent Worker > Existing Contingent Worker > Vacant Position,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_Existing_Contingent_Worker_Renegotiated_Contract,Contract Contingent Worker > Existing Contingent Worker > Renegotiated Contract,true
Event_Classification_Subcategory_ID,Contract_Contingent_Worker_Existing_Contingent_Worker_ReContract_to_New_Organization,Contract Contingent Worker > Existing Contingent Worker > Re-Contract to New Organization,true
Event_Classification_Subcategory_ID,Demote_Employee_Demotion_Reason_Decrease_in_Responsibility,Demote Employee > Demotion Reason > Decrease in Responsibility,true
Event_Classification_Subcategory_ID,Demote_Employee_Demotion_Reason_Attendance_Issues,Demote Employee > Demotion Reason > Attendance Issues,true
Event_Classification_Subcategory_ID,Demote_Employee_Demotion_Reason_Misconduct,Demote Employee > Demotion Reason > Misconduct,true
Event_Classification_Subcategory_ID,Demote_Employee_Demotion_Reason_Performance,Demote Employee > Demotion Reason > Performance,true
Event_Classification_Subcategory_ID,Demote_Employee_Demotion_Reason_Job_Classification,Demote Employee > Demotion Reason > Job Reclassification,true
Event_Classification_Subcategory_ID,Edit_Headcount _Headcount_Allocation_Reorganization,Edit Headcount > Headcount Allocation > Reorganization,true
Event_Classification_Subcategory_ID,Edit_Headcount _Headcount_Allocation_New_Project,Edit Headcount > Headcount Allocation > New Project,true
Event_Classification_Subcategory_ID,Edit_Headcount _Headcount_Allocation_Project_Scope_Change,Edit Headcount > Headcount Allocation > Project Scope Change,true
Event_Classification_Subcategory_ID,Edit_Headcount _Headcount_Allocation_Budget_Cut,Edit Headcount > Headcount Allocation > Budget Cut,true
Event_Classification_Subcategory_ID,Edit_Headcount _Change_In_Restrictions_Restrictions_Added,Edit Headcount > Change In Restrictions > Restrictions Added,true
Event_Classification_Subcategory_ID,Edit_Headcount _Change_In_Restrictions_Restrictions_Removed,Edit Headcount > Change In Restrictions > Restrictions Removed,true
Event_Classification_Subcategory_ID,Create_Headcount_Headcount_Request_Staff_New_Project,Create Headcount > Headcount Request > Staff New Project,true
Event_Classification_Subcategory_ID,Create_Headcount_Headcount_Request_Understaffed,Create Headcount > Headcount Request > Understaffed,true
Event_Classification_Subcategory_ID,Hire_Employee_New_Hire_Fill_Vacancy,Hire Employee > New Hire > Fill Vacancy,true
Event_Classification_Subcategory_ID,Hire_Employee_New_Hire_New_Position,Hire Employee > New Hire > New Position,true
Event_Classification_Subcategory_ID,Fill_Vacancy,Fill Vacancy,true
Event_Classification_Subcategory_ID,New_Position,New Position,true
Event_Classification_Subcategory_ID,Edit_Job_Group_Change_In_Restrictions_Restrictions_Added,Edit Job Group > Change In Restrictions > Restrictions Added,true
Event_Classification_Subcategory_ID,Edit_Job_Group_Change_In_Restrictions_Restrictions_Removed,Edit Job Group > Change In Restrictions > Restrictions Removed,true
Event_Classification_Subcategory_ID,Create_Job_Group_Job_Group_Request_New_Organization,Create Job Group > Job Group Request > New Organization,true
Event_Classification_Subcategory_ID,Edit_Position_Position_Time Type_Worker_Change_to_Full_Time,Edit Position > Position Time Type > Worker Change to Full Time,true
Event_Classification_Subcategory_ID,Edit_Position_Position_Time_Type_Worker_Change_to_Part_Time,Edit Position > Position Time Type > Worker Change to Part Time,true
Event_Classification_Subcategory_ID,Edit_Position_Location_Worker_Moved,Edit Position > Location > Worker Moved,true
Event_Classification_Subcategory_ID,Edit_Position_Location_Office_Moved,Edit Position > Location > Office Moved,true
Event_Classification_Subcategory_ID,Edit_Position_Change_In_Restrictions_Restrictions_Added,Edit Position > Change In Restrictions > Restrictions Added,true
Event_Classification_Subcategory_ID,Edit_Position_Change_In_Restrictions_Restrictions_Removed,Edit Position > Change In Restrictions > Restrictions Removed,true
